preset_id,version,tier,family,subfamily,display_name,short_label,description,body_yaw_deg,torso_yaw_deg,face_yaw_deg,face_pitch_deg,gaze_target,weight_distribution,left_arm,right_arm,left_hand,right_hand,left_leg,right_leg,movement,framing,camera_height,camera_yaw_deg,camera_pitch_deg,camera_roll_deg,lens_min_mm,lens_max_mm,subject_scale_pct,crop_rule,hands_visibility,feet_visibility,required_source_views,compatible_products,incompatible_products,age_groups,pose_control_mode,keypoint_strictness,garment_priority,fabric_motion,use_cases,aspect_ratios,qa_rule_codes,risk_level,fallback_preset_id,status,sort_order
ML-POSE-CAT-025,1.0.0,CORE,CATALOG_STANDING,HAND_POSITION,Front — Right Arm Across Waist,Right Across Waist,Front catalog pose with right arm across waist.,0,0,0,0,CAMERA,EVEN,RELAXED_DOWN,ACROSS_WAIST,OPEN_RELAXED,RESTING_WAIST,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,25
ML-POSE-CAT-026,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Left 30°,Left 30°,Full-body catalog view with torso rotated 30 degrees.,-30,-30,30,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,26
ML-POSE-CAT-027,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Left 30° — Hand on Hip,Left 3Q Hip,Three-quarter catalog view with left hand on hip.,-30,-30,30,0,CAMERA,EVEN,BENT_HIP,RELAXED_DOWN,ON_HIP,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,27
ML-POSE-CAT-028,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Left 30° — One Hand in Pocket,Left 3Q Pocket,Three-quarter view with near hand placed in pocket.,-30,-30,30,0,CAMERA,EVEN,BENT_POCKET,RELAXED_DOWN,IN_POCKET,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,28
ML-POSE-CAT-029,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Left 45°,Left 45°,Full-body catalog view with torso rotated 45 degrees.,-45,-45,45,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,29
ML-POSE-CAT-030,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Left 45° — Hand on Hip,Left 3Q Hip,Three-quarter catalog view with left hand on hip.,-45,-45,45,0,CAMERA,EVEN,BENT_HIP,RELAXED_DOWN,ON_HIP,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,30
ML-POSE-CAT-031,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Left 45° — One Hand in Pocket,Left 3Q Pocket,Three-quarter view with near hand placed in pocket.,-45,-45,45,0,CAMERA,EVEN,BENT_POCKET,RELAXED_DOWN,IN_POCKET,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,31
ML-POSE-CAT-032,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Right 30°,Right 30°,Full-body catalog view with torso rotated 30 degrees.,30,30,-30,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,32
ML-POSE-CAT-033,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Right 30° — Hand on Hip,Right 3Q Hip,Three-quarter catalog view with right hand on hip.,30,30,-30,0,CAMERA,EVEN,RELAXED_DOWN,BENT_HIP,OPEN_RELAXED,ON_HIP,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,33
ML-POSE-CAT-034,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Right 30° — One Hand in Pocket,Right 3Q Pocket,Three-quarter view with near hand placed in pocket.,30,30,-30,0,CAMERA,EVEN,RELAXED_DOWN,BENT_POCKET,OPEN_RELAXED,IN_POCKET,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,34
ML-POSE-CAT-035,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Right 45°,Right 45°,Full-body catalog view with torso rotated 45 degrees.,45,45,-45,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,35
ML-POSE-CAT-036,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Right 45° — Hand on Hip,Right 3Q Hip,Three-quarter catalog view with right hand on hip.,45,45,-45,0,CAMERA,EVEN,RELAXED_DOWN,BENT_HIP,OPEN_RELAXED,ON_HIP,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,36
ML-POSE-CAT-037,1.0.0,CORE,CATALOG_STANDING,THREE_QUARTER,Three-Quarter Right 45° — One Hand in Pocket,Right 3Q Pocket,Three-quarter view with near hand placed in pocket.,45,45,-45,0,CAMERA,EVEN,RELAXED_DOWN,BENT_POCKET,OPEN_RELAXED,IN_POCKET,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT|SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,37
ML-POSE-CAT-038,1.0.0,CORE,CATALOG_STANDING,PROFILE,Left Profile,Left Profile,Full-body profile view from the left side.,-90,-90,0,0,FORWARD_RELATIVE_BODY,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;SIDE_CONSTRUCTION;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY,MEDIUM,ML-POSE-CAT-001,ACTIVE,38
ML-POSE-CAT-039,1.0.0,CORE,CATALOG_STANDING,PROFILE,Left Profile — Face to Camera,Left Profile Face Camera,Body in profile with face turned toward camera.,-90,-90,90,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,SIDE|FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,39
ML-POSE-CAT-040,1.0.0,CORE,CATALOG_STANDING,PROFILE,Right Profile,Right Profile,Full-body profile view from the right side.,90,90,0,0,FORWARD_RELATIVE_BODY,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,SIDE,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;SIDE_CONSTRUCTION;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY,MEDIUM,ML-POSE-CAT-001,ACTIVE,40
ML-POSE-CAT-041,1.0.0,CORE,CATALOG_STANDING,PROFILE,Right Profile — Face to Camera,Right Profile Face Camera,Body in profile with face turned toward camera.,90,90,-90,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,SIDE|FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,HIGH,ML-POSE-CAT-001,ACTIVE,41
ML-POSE-CAT-042,1.0.0,CORE,CATALOG_STANDING,BACK,Back Neutral,Back Neutral,Back-oriented catalog view for garment construction and fit.,180,180,0,0,AWAY,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,BACK,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;BACK_CONSTRUCTION;HEM_LENGTH;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,42
ML-POSE-CAT-043,1.0.0,CORE,CATALOG_STANDING,BACK,Back Three-Quarter Left,Back Three-Quarter Left,Back-oriented catalog view for garment construction and fit.,150,150,0,0,AWAY,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,BACK,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;BACK_CONSTRUCTION;HEM_LENGTH;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,43
ML-POSE-CAT-044,1.0.0,CORE,CATALOG_STANDING,BACK,Back Three-Quarter Right,Back Three-Quarter Right,Back-oriented catalog view for garment construction and fit.,-150,-150,0,0,AWAY,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,BACK,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;BACK_CONSTRUCTION;HEM_LENGTH;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,44
ML-POSE-CAT-045,1.0.0,CORE,CATALOG_STANDING,BACK,Back — Look Over Left Shoulder,Back Look Left,Back view with face turning over left shoulder.,180,180,-135,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,BACK|FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;BACK_CONSTRUCTION;HEM_LENGTH;CROP_COMPLIANCE;FACE_IDENTITY,HIGH,ML-POSE-CAT-001,ACTIVE,45
ML-POSE-CAT-046,1.0.0,CORE,CATALOG_STANDING,BACK,Back — Look Over Right Shoulder,Back Look Right,Back view with face turning over right shoulder.,180,180,135,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,STRAIGHT,STRAIGHT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,BACK|FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,PDP|MARKETPLACE|WHOLESALE,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;BACK_CONSTRUCTION;HEM_LENGTH;CROP_COMPLIANCE;FACE_IDENTITY,HIGH,ML-POSE-CAT-001,ACTIVE,46
ML-POSE-EDT-001,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Editorial Strong,Strong Front,Editorial full-body pose: front editorial strong.,0,0,0,0,CAMERA,EVEN,RELAXED_DOWN,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,WIDE,WIDE,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,LOW,ML-POSE-CAT-001,ACTIVE,47
ML-POSE-EDT-002,1.0.0,EXPANSION,EDITORIAL_STANDING,FRONT,Front Soft Romantic,Soft Romantic,Editorial full-body pose: front soft romantic.,0,0,0,0,CAMERA,LEFT_60,TOUCH_NECK,RELAXED_DOWN,OPEN_RELAXED,OPEN_RELAXED,SUPPORT,BENT_SOFT,STATIC,FULL_BODY,CHEST,0,0,0,70,85,82,FULL_BODY_WITH_MARGIN,REQUIRED,REQUIRED,FRONT,DRESS|TOP|BOTTOM|OUTERWEAR|SUIT|KNITWEAR|ACTIVEWEAR|SWIMWEAR|JUMPSUIT,,ADULT|TEEN,OPENPOSE+DENSEPOSE,HIGH,SILHOUETTE,NONE,CAMPAIGN|SOCIAL|PAID_ADS|LOOKBOOK,4:5|3:4|2:3,GARMENT_SILHOUETTE;COLOR_FIDELITY;FACE_IDENTITY;ANATOMY_GENERAL;POSE_SIMILARITY;BACKGROUND_ARTIFACTS;RESOLUTION_MIN;FULL_GARMENT_VISIBLE;HANDS_ANATOMY;FEET_ANATOMY;CROP_COMPLIANCE,MEDIUM,ML-POSE-CAT-001,ACTIVE,48
